id,fact,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
60,0.3333333333333333,-1.198961615562439,-1.0635932683944702,[0.7608172297477722],[0.4837842285633087],[0.5914686322212219],[1.0],[0.16666666666666666],[0.2857142832653061],[0.8648648648648649],[0.10457516339869281],[0.1865889193580906],[1.0],[0.16666666666666666],[0.2857142832653061],[0.09246351369957317],[7.156422969333831e-232],[0.12331646620562375],0.7675790679334241,0.9468393392720489,0.9182748330255436,0.842717557095609,0.9026105764644005
61,0.6666666666666666,-0.6932281851768494,-0.6905269622802734,[0.8031858205795288],[0.5364049673080444],[0.6432305574417114],[0.9454545454545454],[0.3170731707317073],[0.4748858409874691],[0.8620689655172413],[0.19083969465648856],[0.3124999970320313],[0.9454545454545454],[0.3170731707317073],[0.4748858409874691],[0.14162660256410253],[9.257324954728539e-232],[0.15982922801072708],0.9471526895047944,0.9151446453073631,0.9137393810999263,0.9318291363525981,0.9202377209199625
62,0.3333333333333333,-2.1557934284210205,-1.657908916473389,[0.7330188751220703],[0.4182284474372864],[0.5325864553451538],[0.9642857142857143],[0.1443850267379679],[0.25116278843223366],[0.8275862068965517],[0.07228915662650602],[0.13296398744208532],[0.9285714285714286],[0.13903743315508021],[0.24186046285083834],[0.08043920856020727],[9.039352811507815e-232],[-0.01761851681153015],0.7324875398467867,0.47803660434809403,0.7266596022228166,0.49788043157814693,0.5675255460496859
63,1.0,-0.30539271235466,-0.3689512908458709,[0.7606003284454346],[0.5658761858940125],[0.648945689201355],[0.9841269841269841],[0.3563218390804598],[0.5232067471516317],[0.9733333333333334],[0.2616487455197133],[0.41242937519151585],[0.9841269841269841],[0.3563218390804598],[0.5232067471516317],[0.17287105055721372],[8.642045500889408e-232],[0.28607030346912576],0.9814840903840026,0.9844427160638874,0.9614885883173625,0.9243974863895503,0.9567762635902667
64,0.6666666666666666,-1.59349524974823,-1.031895875930786,[0.6994980573654175],[0.47506532073020935],[0.5658396482467651],[0.9411764705882353],[0.16753926701570682],[0.28444444187891366],[0.8108108108108109],[0.09740259740259741],[0.17391304156336906],[0.9411764705882353],[0.16753926701570682],[0.28444444187891366],[0.08764754688625193],[8.561894227089738e-232],[0.10231179227509268],0.975958892970436,0.9508869615002999,0.9488219100955103,0.589441132267478,0.8297166679544293
65,0.6666666666666666,-0.8540310859680176,-0.7154590487480164,[0.815644383430481],[0.4601505398750305],[0.5883691906929016],[0.9714285714285714],[0.1596244131455399],[0.2741935459628642],[0.918918918918919],[0.10559006211180125],[0.18941503993389255],[0.9714285714285714],[0.1596244131455399],[0.2741935459628642],[0.10450624185970325],[7.156422969333831e-232],[0.056523400587678685],0.9345628567253144,0.8844020320050132,0.8960816783102029,0.9307450151351704,0.9037429084834622
66,1.0,-1.0763463973999023,-0.5040180683135986,[0.8165037631988525],[0.48043760657310486],[0.6049295663833618],[0.9705882352941176],[0.165],[0.28205127956753606],[0.9166666666666666],[0.10185185185185185],[0.18333333153333337],[0.9705882352941176],[0.165],[0.28205127956753606],[0.07969378953421506],[8.614911585158347e-232],[0.09369680500753985],0.9224943984047264,0.9868190970563653,0.9574585051573491,0.9361133938324823,0.960130332015399
67,0.6666666666666666,-1.1894222497940063,-0.7028615474700928,[0.7637713551521301],[0.4628921151161194],[0.5764315128326416],[0.8529411764705882],[0.15934065934065933],[0.26851851586591224],[0.6666666666666666],[0.07792207792207792],[0.1395348818469443],[0.8529411764705882],[0.15934065934065933],[0.26851851586591224],[0.07103459112594104],[8.614911585158347e-232],[0.07002565112793402],0.978330750905512,0.9303367490828615,0.9467347693631442,0.606493581718977,0.8278550333883276
68,1.0,-2.209392547607422,-1.5969253778457642,[0.7277032732963562],[0.4472506642341614],[0.5540059804916382],[0.8620689655172413],[0.13020833333333334],[0.22624434161135112],[0.5625],[0.05421686746987952],[0.09890109729742787],[0.7931034482758621],[0.11979166666666667],[0.20814479410003892],[0.07557853274249138],[7.386826398032373e-232],[0.04739846475874532],0.9710619490200086,0.6828611642751469,0.9039052465722776,0.7206725263541206,0.769146312400515
69,0.6666666666666666,-1.7055000066757202,-1.8175164461135864,[0.7071415781974792],[0.40025073289871216],[0.5111719369888306],[0.967741935483871],[0.15306122448979592],[0.2643171782584564],[0.8157894736842105],[0.09253731343283582],[0.1662198373121348],[0.967741935483871],[0.15306122448979592],[0.2643171782584564],[0.079227783594569],[8.510469113101058e-232],[0.014622983825912761],0.7266273912594813,0.3287657503217873,0.8261517920694326,0.1294867422508539,0.4281347615473579
70,0.6666666666666666,-1.7500418424606323,-1.4369914531707764,[0.7616462707519531],[0.5439461469650269],[0.6346460580825806],[1.0],[0.27647058823529413],[0.4331797201087304],[0.8571428571428571],[0.19736842105263158],[0.3208556119305671],[1.0],[0.27647058823529413],[0.4331797201087304],[0.15776047261009668],[9.196617910709463e-232],[0.2649239536480842],0.7230192800464605,0.9234001103645523,0.7040616896976101,0.3316076097740757,0.6530231366120793
71,1.0,-0.5687659382820129,-0.5108634233474731,[0.842399537563324],[0.5643585920333862],[0.6759021878242493],[1.0],[0.25268817204301075],[0.4034334731743079],[0.953125],[0.19488817891373802],[0.32360742423685535],[1.0],[0.25268817204301075],[0.4034334731743079],[0.14509927938939976],[9.452322961974386e-232],[0.22832833203266945],0.9892901572622248,0.9696129701907872,0.9212030388173026,0.7058077792807119,0.865541262762934
72,0.3333333333333333,-0.7891443967819214,-0.9533620476722716,[0.659035325050354],[0.44782355427742004],[0.5332776308059692],[1.0],[0.23214285714285715],[0.3768115911447175],[0.9347826086956522],[0.14878892733564014],[0.2567164155412788],[1.0],[0.23214285714285715],[0.3768115911447175],[0.12713562080568466],[6.817352958349419e-232],[0.16357692891667186],0.8304046400349665,0.9227007440358965,0.9525827571368025,0.49121612438694867,0.7888332085198826
73,1.0,-2.0320332050323486,-1.3674155473709106,[0.8142867088317871],[0.4902007579803467],[0.6119858622550964],[0.9117647058823529],[0.14418604651162792],[0.24899598157771657],[0.7619047619047619],[0.09329446064139942],[0.1662337642899646],[0.8823529411764706],[0.13953488372093023],[0.2409638530636603],[0.09219804913127581],[6.995501686664742e-232],[0.05190070389771895],0.9025838865082332,0.9449447705455367,0.9450991079090598,0.9178107076541769,0.9359515287029244
74,1.0,-0.8068220019340515,-0.5630646347999573,[0.8003386855125427],[0.5696694850921631],[0.6655851006507874],[1.0],[0.2556818181818182],[0.4072398157613481],[0.9666666666666667],[0.17682926829268292],[0.29896906955043046],[1.0],[0.2556818181818182],[0.4072398157613481],[0.13034919061172814],[9.594503055152632e-232],[0.27108701454585016],0.9866450274023498,0.9847749887277396,0.964443291864374,0.6428462460233054,0.8640215088718063
75,1.0,-1.3309338092803955,-0.5857047438621521,[0.8033280372619629],[0.4534086585044861],[0.5796534419059753],[0.8888888888888888],[0.12631578947368421],[0.2211981545031749],[0.7407407407407407],[0.06622516556291391],[0.12158054560582406],[0.8888888888888888],[0.12631578947368421],[0.2211981545031749],[0.0699188243673871],[7.720899511627474e-232],[0.06159560854166335],0.9873302081666254,0.9842136238315934,0.9525340175607712,0.9285200999289748,0.9550892471071131
76,0.3333333333333333,-2.050126314163208,-1.6348493099212646,[0.7220504283905029],[0.475796639919281],[0.5736110210418701],[0.8],[0.17582417582417584],[0.28828828533398265],[0.6363636363636364],[0.0877742946708464],[0.1542699703213958],[0.775],[0.17032967032967034],[0.2792792763249737],[0.08244393613871785],[8.231055179516831e-232],[0.16792071640982464],0.5138087340081516,0.6448514042264244,0.8082721889256895,0.7344200353348339,0.7291812094956492
77,1.0,-0.9329322576522828,-0.5155746340751648,[0.8382892608642578],[0.5093131065368652],[0.6336464285850525],[1.0],[0.2192513368983957],[0.3596491198572638],[0.9361702127659575],[0.1337386018237082],[0.23404255100398944],[1.0],[0.2192513368983957],[0.3596491198572638],[0.1267351094780094],[8.06798322521923e-232],[0.12261581011470812],0.98445901384164,0.9844407381050241,0.9556473712615281,0.9242678166066362,0.9547853086577294
78,0.3333333333333333,-1.8825278282165527,-1.3875728845596311,[0.710872232913971],[0.45669567584991455],[0.5561171770095825],[0.9032258064516129],[0.14736842105263157],[0.2533936627464631],[0.65625],[0.0670926517571885],[0.12173912875177485],[0.9032258064516129],[0.14736842105263157],[0.2533936627464631],[0.0806793026131742],[7.437597952034396e-232],[0.09467566601964827],0.4792390044779577,0.7998385297324491,0.8391478607426822,0.6725941824027305,0.770526857625954
79,1.0,-1.4373855590820312,-1.0079646110534668,[0.7218945026397705],[0.4321535527706146],[0.5406521558761597],[0.9333333333333333],[0.1414141414141414],[0.24561403280240077],[0.7575757575757576],[0.07911392405063292],[0.14326647393239794],[0.9333333333333333],[0.1414141414141414],[0.24561403280240077],[0.08204462690603799],[7.386826398032373e-232],[0.007541966673924594],0.9780853889851784,0.8174168590759769,0.9294138307434382,0.8819517897618251,0.87626082652708
80,0.6666666666666666,-0.7263537049293518,-0.7329682111740112,[0.7825751304626465],[0.5449156761169434],[0.642471432685852],[0.9574468085106383],[0.2710843373493976],[0.4225352078282528],[0.8771929824561403],[0.1736111111111111],[0.28985506970535607],[0.9574468085106383],[0.2710843373493976],[0.4225352078282528],[0.12410350158389166],[9.219149605677847e-232],[0.24519554397436194],0.7917545192704223,0.877389647587827,0.9369442416819934,0.9012413650945459,0.9051917514547888
81,0.0,-1.805206179618836,-1.8967000246047967,[0.6384134292602539],[0.4244561195373535],[0.5098997950553894],[0.6333333333333333],[0.09359605911330049],[0.1630901265118164],[0.3225806451612903],[0.03058103975535168],[0.055865920205830075],[0.6],[0.08866995073891626],[0.15450643552469195],[0.06454569919601709],[7.437597952034396e-232],[-0.01179055404973628],0.5878616058742014,0.7438518439707118,0.6367554204699397,0.6054575926867,0.6620216190424505
82,1.0,-0.7912762761116028,-0.7609280347824097,[0.7433022856712341],[0.49172306060791016],[0.5918888449668884],[1.0],[0.1711229946524064],[0.2922374404270136],[0.9230769230769231],[0.12080536912751678],[0.21364984958536223],[1.0],[0.1711229946524064],[0.2922374404270136],[0.09179290185435418],[9.363140134330432e-232],[0.05067865918458869],0.9885626877229016,0.7164662498139184,0.9688732394296462,0.5768634397672608,0.7540676430036085
83,0.0,-1.902623176574707,-2.015098094940185,[0.695775032043457],[0.4406776428222656],[0.5395957231521606],[0.9],[0.13106796116504854],[0.22881355710284404],[0.6216216216216216],[0.0696969696969697],[0.12534059764197525],[0.8666666666666667],[0.1262135922330097],[0.2203389808316576],[0.08261378869140802],[9.363140134330432e-232],[0.008400048323058407],0.5185117255971158,0.09271378359748918,0.6797630355178615,0.7799389296560055,0.5174719162571187
84,1.0,-0.6295027732849121,-0.6916534304618835,[0.8127012848854065],[0.5884034633636475],[0.682598888874054],[0.9710144927536232],[0.335],[0.49814126012631116],[0.8888888888888888],[0.24539877300613497],[0.3846153812245748],[0.9710144927536232],[0.335],[0.49814126012631116],[0.19742888531135264],[8.726094729337945e-232],[0.2592186360709471],0.9476588653910448,0.9889076887968721,0.945695264494249,0.9427012033668741,0.959101385552665
85,1.0,-1.7193416357040403,-0.8395016193389893,[0.7535302639007568],[0.4758830964565277],[0.5833551287651062],[0.96875],[0.15048543689320387],[0.26050419935315305],[0.8918918918918919],[0.1],[0.17983651044851476],[0.96875],[0.15048543689320387],[0.26050419935315305],[0.08513313532553135],[9.418382295637229e-232],[0.04793715232353257],0.4972216132464173,0.8858950117526804,0.7903461967425974,0.49339110953279874,0.7232107726760256
86,0.6666666666666666,-1.5551676750183103,-1.1209306716918943,[0.7711602449417114],[0.4618450105190277],[0.5777047276496887],[0.967741935483871],[0.15463917525773196],[0.2666666642907655],[0.825],[0.10344827586206896],[0.18384400916194008],[0.967741935483871],[0.15463917525773196],[0.2666666642907655],[0.0937814572904709],[8.460552185460498e-232],[0.09860504627628197],0.6839228104126768,0.8959230799170846,0.7266622112941543,0.6537548901177216,0.7587800604429868
87,1.0,-1.5952080488204956,-1.4858146905899048,[0.7271889448165894],[0.47443005442619324],[0.5742257833480835],[0.9310344827586207],[0.16363636363636364],[0.2783505129211394],[0.7931034482758621],[0.08424908424908426],[0.15231787905859392],[0.9310344827586207],[0.16363636363636364],[0.2783505129211394],[0.07625782451691065],[9.039352811507815e-232],[0.05473355359137244],0.976187989730413,0.587636078307766,0.9586054140375054,0.93059152442854,0.8256110055912704
88,0.6666666666666666,-0.4992850124835968,-0.5218058824539185,[0.8285541534423828],[0.516642689704895],[0.6364368796348572],[0.9615384615384616],[0.26737967914438504],[0.418410038436302],[0.9354838709677419],[0.19078947368421054],[0.3169398878963242],[0.9615384615384616],[0.26737967914438504],[0.418410038436302],[0.1413948675569776],[8.412065649527267e-232],[0.14108498614003084],0.8047028881447352,0.18368680052268183,0.8305854849266757,0.925296384633758,0.6465228900277052
89,0.0,-1.8831757307052608,-1.7173432111740112,[0.750032365322113],[0.46100789308547974],[0.5710310935974121],[0.975609756097561],[0.1895734597156398],[0.31746031473576475],[0.8444444444444444],[0.11550151975683891],[0.2032085540328577],[0.975609756097561],[0.1895734597156398],[0.31746031473576475],[0.10557034598511841],[8.18873472774142e-232],[0.11880239980488683],0.779173402718806,0.04268981980215242,0.6658132929334588,0.35504138873849156,0.3545148338247009
90,0.6666666666666666,-1.5729433298110962,-1.6174176931381226,[0.7569343447685242],[0.5780147314071655],[0.6554844975471497],[0.9649122807017544],[0.31976744186046513],[0.4803493412391069],[0.8194444444444444],[0.1891025641025641],[0.3072916636197917],[0.9649122807017544],[0.31976744186046513],[0.4803493412391069],[0.15189006079410636],[9.196617910709463e-232],[0.27098037815301845],0.9421717631253518,0.6202626992128346,0.8108880973244776,0.43483145646132654,0.6219940843328796
91,0.0,-2.885197877883911,-2.734285354614258,[0.628363847732544],[0.43971219658851624],[0.517377495765686],[0.8333333333333334],[0.14492753623188406],[0.24691357772290812],[0.4318181818181818],[0.05604719764011799],[0.09921670814907733],[0.8055555555555556],[0.14009661835748793],[0.23868312504801104],[0.08793820500354967],[1.0296788793467617e-231],[0.05521597757687702],0.4196782754846815,0.23258741650761103,0.44257462374336115,0.3823436816388614,0.3525019072966112
92,1.0,-1.3050882816314695,-1.2210677862167358,[0.7954269051551819],[0.5477390289306641],[0.6487454175949097],[0.9807692307692307],[0.26424870466321243],[0.41632652726830494],[0.9166666666666666],[0.17027863777089783],[0.28720626367621294],[0.9807692307692307],[0.26424870466321243],[0.41632652726830494],[0.15326251896813353],[9.109159947227211e-232],[0.1955147459743194],0.6205399676564721,0.5872195969426731,0.7774004703865036,0.5647445041502691,0.643121523826482
93,1.0,-0.1889037936925888,-0.2873121500015259,[0.8148725032806396],[0.5214447379112244],[0.6359432339668274],[1.0],[0.26],[0.41269840942302854],[0.9782608695652174],[0.17928286852589642],[0.3030303004124296],[1.0],[0.26],[0.41269840942302854],[0.10883648040361693],[8.928691163795855e-232],[0.16589249219967472],0.9931617664097432,0.9767109778187343,0.9394849273166449,0.6810615194638988,0.8657524748664259
94,0.3333333333333333,-2.3247876167297363,-2.1117775440216064,[0.7023900151252747],[0.465032160282135],[0.5595815777778625],[0.8],[0.14659685863874344],[0.24778760800180127],[0.4864864864864865],[0.05806451612903226],[0.10374639578935131],[0.7428571428571429],[0.13612565445026178],[0.2300884929575535],[0.08046651337354241],[8.510469113101058e-232],[0.04106684604365185],0.7953165846670168,0.8779709733717521,0.8859885608055856,0.8704874078699304,0.8781489806824228
95,0.6666666666666666,-1.4947625398635864,-1.741216778755188,[0.7109542489051819],[0.4351539611816406],[0.5398697853088379],[0.9375],[0.15151515151515152],[0.2608695628219282],[0.7142857142857143],[0.08116883116883117],[0.14577259291961683],[0.9375],[0.15151515151515152],[0.2608695628219282],[0.0950914706248988],[9.594503055152632e-232],[0.025202089732760613],0.4605848361339477,0.04327396733962236,0.5179044528213611,0.8704832691027674,0.477220563087917
96,1.0,-1.151416540145874,-0.7305501699447632,[0.7738954424858093],[0.49440598487854004],[0.6033558249473572],[0.9166666666666666],[0.1875],[0.3113207518974725],[0.7948717948717948],[0.09748427672955975],[0.17366946584092463],[0.9166666666666666],[0.1875],[0.3113207518974725],[0.08461672794117647],[1.1134712866512498e-231],[0.0775064391813195],0.944576742610079,0.7602422231870395,0.8942428338931453,0.8928569868757977,0.8491140146519941
97,1.0,-0.6231709122657776,-0.827531099319458,[0.7427558898925781],[0.5216842889785767],[0.6128942966461182],[1.0],[0.32608695652173914],[0.49180327497984416],[0.9423076923076923],[0.21777777777777776],[0.3537906106687172],[1.0],[0.32608695652173914],[0.49180327497984416],[0.15143218567170122],[9.91475782510344e-232],[0.19754777594392148],0.4627666284236322,0.949977874676733,0.9464916782990828,0.8712984405131382,0.9225893311629846
98,0.3333333333333333,-0.7323883771896362,-0.8698246479034424,[0.808176577091217],[0.5549267530441284],[0.6580260992050171],[0.9821428571428571],[0.2894736842105263],[0.4471544680282902],[0.9444444444444444],[0.21864951768488747],[0.3550913807590208],[0.9821428571428571],[0.2894736842105263],[0.4471544680282902],[0.1522449090817675],[8.669612184277444e-232],[0.22060589888949833],0.8411344439813915,0.752349686452666,0.9293381691020648,0.41152964627959343,0.6977391672781081
99,1.0,-0.3188919723033905,-0.2936209738254547,[0.7954802513122559],[0.5786365866661072],[0.6699488162994385],[0.9807692307692307],[0.33116883116883117],[0.49514562729380723],[0.9523809523809523],[0.22988505747126436],[0.3703703672376544],[0.9807692307692307],[0.33116883116883117],[0.49514562729380723],[0.1570327730771208],[8.349518072205185e-232],[0.24790989888428094],0.9817783709140816,0.98887543183226,0.9687273322009734,0.9061810800837459,0.9545946147056598
100,1.0,-0.5925793051719666,-0.8189876079559326,[0.7803052663803101],[0.5233376026153564],[0.6264953017234802],[0.9767441860465116],[0.2608695652173913],[0.41176470255526726],[0.8627450980392157],[0.1476510067114094],[0.25214899463912455],[0.9767441860465116],[0.2608695652173913],[0.41176470255526726],[0.11896851763961401],[1.0377133938315695e-231],[0.18667179668330236],0.9864106150033384,0.9746427975612705,0.9633725778862683,0.6355890141245361,0.8578681298573584
101,0.5,-0.6273561120033264,-0.7884464859962463,[0.6988838911056519],[0.48384562134742737],[0.5718161463737488],[0.9777777777777777],[0.25142857142857145],[0.39999999674586784],[0.9166666666666666],[0.15827338129496402],[0.2699386477955512],[0.9777777777777777],[0.25142857142857145],[0.39999999674586784],[0.1469027703883181],[1.0618063059647207e-231],[0.15130653363582403],0.9414483267136488,0.9698322131390305,0.9660718683021767,0.6390785828707284,0.8583275547706452
102,0.6666666666666666,-1.4023956060409546,-1.1860817670822144,[0.7597932815551758],[0.5294549465179443],[0.6240478754043579],[0.9117647058823529],[0.15346534653465346],[0.26271186194053436],[0.7837837837837838],[0.08950617283950617],[0.16066481810483346],[0.9117647058823529],[0.15346534653465346],[0.26271186194053436],[0.08329341806428309],[8.561894227089738e-232],[0.16237488098053787],0.6402171238787778,0.05148580297795616,0.6561159523265921,0.9430609033594056,0.5502208862213179
103,1.0,-0.8737242221832275,-0.8901394605636597,[0.7919942140579224],[0.4861408770084381],[0.602472722530365],[0.975],[0.2154696132596685],[0.35294117350586596],[0.9130434782608695],[0.13636363636363635],[0.2372881333320566],[0.975],[0.2154696132596685],[0.35294117350586596],[0.1145453478133255],[9.01666918778251e-232],[0.0646008363415913],0.9110482279601078,0.7642413975320962,0.9199140383149654,0.881892371280677,0.8553492690425796
104,0.6666666666666666,-1.061141014099121,-1.049738526344299,[0.7938897609710693],[0.4799751043319702],[0.5982539057731628],[0.9777777777777777],[0.24444444444444444],[0.3911111079111112],[0.8214285714285714],[0.15916955017301038],[0.266666663947238],[0.9777777777777777],[0.24444444444444444],[0.3911111079111112],[0.1328314295604015],[7.784451369270533e-232],[0.09457558107039454],0.9741964143503908,0.7115861162302403,0.9245492893975168,0.661191289011204,0.7657755648796537
105,0.6666666666666666,-1.4639513492584229,-1.2472258806228638,[0.7326544523239136],[0.49938642978668213],[0.5939375758171082],[0.9767441860465116],[0.22702702702702704],[0.36842104957102195],[0.8703703703703703],[0.14873417721518986],[0.2540540515611395],[0.9767441860465116],[0.22702702702702704],[0.36842104957102195],[0.12369921027307333],[9.336117803135294e-232],[0.17712713396081048],0.6993160857312167,0.5845470500717407,0.8894167888260013,0.9239049173640655,0.7992895854206025
106,1.0,-1.3698761463165283,-1.4591783285140991,[0.7639224529266357],[0.584729790687561],[0.6624216437339783],[0.9696969696969697],[0.34594594594594597],[0.5099601554864209],[0.8888888888888888],[0.22085889570552147],[0.35380835062016674],[0.9696969696969697],[0.34594594594594597],[0.5099601554864209],[0.18437424230776053],[9.390558114849037e-232],[0.30286447803550287],0.6378172533795389,0.6153383797636774,0.8850341187527384,0.3746972400266149,0.6250232461810102
107,0.6666666666666666,-1.275912523269653,-0.8693235516548157,[0.7117172479629517],[0.4780665636062622],[0.5719496607780457],[0.896551724137931],[0.15950920245398773],[0.27083333076877175],[0.7878787878787878],[0.09187279151943463],[0.16455696015482296],[0.896551724137931],[0.15950920245398773],[0.27083333076877175],[0.08264043160901302],[7.386826398032373e-232],[0.17279367506074716],0.9128126221586847,0.5016736655685529,0.8208284585290332,0.624575242261059,0.649025788786215
108,0.3333333333333333,-1.4495155811309814,-1.3987438678741455,[0.7434966564178467],[0.46949052810668945],[0.5755454897880554],[0.8666666666666667],[0.15028901734104047],[0.2561576329491131],[0.6363636363636364],[0.07473309608540925],[0.13375795990243014],[0.8666666666666667],[0.15028901734104047],[0.2561576329491131],[0.08379158956991963],[8.784466509829401e-232],[0.10757409305733034],0.5580936758190406,0.13605567216990394,0.5711647405077526,0.8997267764142073,0.5356490630306213
109,1.0,-0.9380964636802672,-0.9142839312553406,[0.7619128823280334],[0.5532746315002441],[0.6410447955131531],[0.9838709677419355],[0.30808080808080807],[0.4692307655988166],[0.9473684210526315],[0.22784810126582278],[0.3673469356497293],[0.9838709677419355],[0.30808080808080807],[0.4692307655988166],[0.19738493034638552],[9.533966891110756e-232],[0.221004766497373],0.8519069338677827,0.5598744483728421,0.5662433173499677,0.31248314395401444,0.4795336365589414
110,0.3333333333333333,-0.7662847638130188,-1.009453296661377,[0.8568294048309326],[0.5918607711791992],[0.7001134157180786],[0.9571428571428572],[0.3316831683168317],[0.4926470550010814],[0.8620689655172413],[0.22321428571428573],[0.35460992581057293],[0.9285714285714286],[0.3217821782178218],[0.4779411726481402],[0.21134915354476233],[9.231787263313528e-232],[0.20208866829764205],0.9859520242483631,0.9756858899130053,0.9616218571923666,0.8637888446971517,0.9336988639341746
111,1.0,-0.6434841156005859,-0.5338048934936523,[0.8356577754020691],[0.5517615675926208],[0.6646639704704285],[0.9454545454545454],[0.25120772946859904],[0.3969465615683818],[0.8870967741935484],[0.1632047477744807],[0.2756892204327862],[0.9454545454545454],[0.25120772946859904],[0.3969465615683818],[0.149217182062864],[8.412065649527267e-232],[0.21973752124172685],0.9651091085493776,0.9791406627713144,0.9443814425457978,0.9155100852658801,0.946344063527664
112,0.3333333333333333,-1.2017792463302612,-1.2554144859313965,[0.8027381896972656],[0.5355883836746216],[0.6424997448921204],[0.9830508474576272],[0.32954545454545453],[0.49361701751598014],[0.8840579710144928],[0.18944099378881987],[0.31202045745148194],[0.9830508474576272],[0.32954545454545453],[0.49361701751598014],[0.14640580146321938],[9.689041594391036e-232],[0.2567820199431011],0.8940394609537415,0.5134005677157243,0.8159094605907531,0.12429168049516759,0.4845339029338816
113,0.6666666666666666,-0.9879913330078124,-0.9340094327926636,[0.7449294328689575],[0.5113654136657715],[0.6064358949661255],[0.9347826086956522],[0.21717171717171718],[0.35245901333378127],[0.8],[0.13968253968253969],[0.23783783530679334],[0.9347826086956522],[0.21717171717171718],[0.35245901333378127],[0.1335084785069652],[1.0288051586793896e-231],[0.17562500406100057],0.8098485556899059,0.8351586126129047,0.812627194128158,0.6402745026304061,0.7626867697904895
114,0.0,-4.0077714920043945,-4.246735572814941,[0.560991644859314],[0.41853243112564087],[0.4794026017189026],[0.35294117647058826],[0.07058823529411765],[0.1176470560457517],[0.1282051282051282],[0.017123287671232876],[0.03021147828369598],[0.3235294117647059],[0.06470588235294118],[0.10784313447712426],[0.037257824143070044],[9.363140134330432e-232],[-0.08026718852061965],0.2745292865463931,0.014064671957493325,0.01835933502960045,0.8956158588725129,0.3093466219532022
115,0.6666666666666666,-1.3596062660217283,-1.1629475355148315,[0.746498703956604],[0.4676399528980255],[0.5750457644462585],[0.9705882352941176],[0.1896551724137931],[0.3173076895728551],[0.8461538461538461],[0.10714285714285714],[0.19020172711142858],[0.9705882352941176],[0.1896551724137931],[0.3173076895728551],[0.09305804138986595],[9.363140134330432e-232],[0.09247828374281508],0.9726172116927748,0.7158279851063757,0.788444467893267,0.687153125086447,0.7304751926953633
116,0.6666666666666666,-0.6449520587921143,-0.5285009145736694,[0.8330031633377075],[0.5296692848205566],[0.6475748419761658],[0.9473684210526315],[0.2887700534759358],[0.4426229472389815],[0.8783783783783784],[0.19817073170731708],[0.3233830815732284],[0.9473684210526315],[0.2887700534759358],[0.4426229472389815],[0.151251260496112],[8.669612184277444e-232],[0.1700433565249826],0.9871405373445667,0.9742566442696919,0.937207822115627,0.8993285966468734,0.9369310210107308
117,0.0,-2.187396287918091,-2.321493148803711,[0.6883400678634644],[0.41220545768737793],[0.5156307220458984],[0.7105263157894737],[0.11688311688311688],[0.20074349199762304],[0.34210526315789475],[0.03869047619047619],[0.06951871475192319],[0.7105263157894737],[0.11688311688311688],[0.20074349199762304],[0.07096354166666666],[8.510469113101058e-232],[-0.00810957530726042],0.8240532456012271,0.027337308690599856,0.7085342801318241,0.8786850329084923,0.5381855405769721
118,0.75,-0.9177724719047546,-0.7876831889152527,[0.7542632222175598],[0.5071629285812378],[0.6065108776092529],[1.0],[0.2529411764705882],[0.4037558653221363],[0.94],[0.16906474820143885],[0.2865853632696312],[1.0],[0.2529411764705882],[0.4037558653221363],[0.12804633559938214],[9.418382295637229e-232],[0.15336687843658203],0.765698919514553,0.34467499267739743,0.8296203245283186,0.8854389613225078,0.6865780928427413
119,1.0,-0.3631665110588074,-0.3721115589141845,[0.8098450899124146],[0.5547690391540527],[0.6584674119949341],[1.0],[0.28431372549019607],[0.44274808815570194],[0.9552238805970149],[0.1951219512195122],[0.324050630094408],[1.0],[0.28431372549019607],[0.44274808815570194],[0.14871146149515235],[9.822715125092595e-232],[0.17380937181126288],0.962189739530471,0.9852640081251709,0.9669553889828735,0.9238674550836539,0.9586956173972329
120,0.6666666666666666,-0.8825757503509521,-0.6973182559013367,[0.7190319895744324],[0.46646857261657715],[0.5658467411994934],[0.967741935483871],[0.15228426395939088],[0.26315789238727305],[0.8529411764705882],[0.09570957095709572],[0.17210682311158856],[0.967741935483871],[0.15228426395939088],[0.26315789238727305],[0.09296966153401084],[7.337741777064293e-232],[0.1129695653845566],0.940973627218528,0.9591908210354898,0.9528591415495731,0.7933027887398744,0.9017842504416458
